,R_hat
"y_rep[78,12]",0.999814
"y_rep[191,3]",0.999814
"y_rep[138,22]",0.999814
"eta[190,18]",0.999814
"y_rep[185,3]",0.999814
"y_rep[28,14]",0.999814
"eta[165,17]",0.999814
"prob_correct[188,1]",0.999814
"y_rep[189,3]",0.999814
"y_rep[137,16]",0.999814
"y_rep[119,22]",0.999814
"y_rep[187,24]",0.999814
"y_rep[19,28]",0.999814
"prob_correct[190,18]",0.999814
"y_rep[110,6]",0.999814
"y_rep[91,8]",0.999814
"y_rep[24,9]",0.999814
"eta[188,1]",0.999814
"prob_correct[165,17]",0.999814
"eta[114,25]",0.999813
"y_rep[83,14]",0.999813
"y_rep[189,24]",0.999813
"y_rep[136,25]",0.999813
"eta[78,25]",0.999813
"prob_correct[78,25]",0.999813
"y_rep[132,11]",0.999813
"prob_correct[114,25]",0.999813
"y_rep[95,27]",0.999813
"y_rep[63,19]",0.999813
"y_rep[118,22]",0.999813
"y_rep[52,15]",0.999813
"y_rep[76,15]",0.999813
"eta[178,3]",0.999812
"y_rep[192,22]",0.999812
"y_rep[161,10]",0.999812
"prob_correct[16,21]",0.999812
"eta[16,21]",0.999812
"prob_correct[74,19]",0.999812
"y_rep[51,3]",0.999812
"eta[74,19]",0.999812
"eta[192,23]",0.999812
"y_rep[137,27]",0.999812
"y_rep[35,27]",0.999812
"prob_correct[178,3]",0.999812
"y_rep[46,8]",0.999812
"y_rep[2,2]",0.999812
"y_rep[85,10]",0.999812
"y_rep[101,15]",0.999812
"y_rep[171,2]",0.999812
"y_rep[78,3]",0.999812
"prob_correct[192,23]",0.999812
"y_rep[102,10]",0.999812
"y_rep[196,16]",0.999812
"y_rep[57,14]",0.999811
"y_rep[81,28]",0.999811
"prob_correct[189,18]",0.999811
"y_rep[101,21]",0.999811
"y_rep[109,25]",0.999811
"eta[189,18]",0.999811
"y_rep[114,18]",0.999811
"y_rep[172,25]",0.999811
"y_rep[21,12]",0.999811
"y_rep[198,18]",0.999811
"y_rep[166,6]",0.999811
"y_rep[122,19]",0.999811
"y_rep[33,19]",0.999811
"y_rep[37,5]",0.999811
"y_rep[188,11]",0.999811
"eta[158,1]",0.99981
"eta[126,19]",0.99981
"y_rep[113,14]",0.99981
"y_rep[110,10]",0.99981
"y_rep[147,1]",0.99981
"prob_correct[126,19]",0.99981
"y_rep[167,19]",0.99981
"prob_correct[158,1]",0.99981
"y_rep[45,2]",0.99981
"y_rep[31,7]",0.99981
"y_rep[14,14]",0.99981
"y_rep[136,13]",0.99981
"y_rep[175,13]",0.99981
"y_rep[82,9]",0.99981
"y_rep[13,20]",0.99981
"y_rep[189,17]",0.99981
"y_rep[84,2]",0.999809
"prob_correct[111,28]",0.999809
"eta[70,25]",0.999809
"prob_correct[7,25]",0.999809
"eta[7,25]",0.999809
"prob_correct[24,25]",0.999809
"eta[111,28]",0.999809
"y_rep[1,19]",0.999809
"y_rep[53,19]",0.999809
"y_rep[174,8]",0.999809
"eta[24,25]",0.999809
"prob_correct[70,25]",0.999809
"y_rep[177,21]",0.999809
"y_rep[75,3]",0.999808
"y_rep[71,2]",0.999808
"prob_correct[43,28]",0.999808
"prob_correct[35,22]",0.999808
"y_rep[1,12]",0.999808
"y_rep[90,24]",0.999808
"y_rep[36,26]",0.999808
"y_rep[141,20]",0.999808
"y_rep[98,3]",0.999808
"eta[33,1]",0.999808
"y_rep[17,11]",0.999808
"y_rep[70,10]",0.999808
"eta[177,19]",0.999808
"y_rep[119,28]",0.999808
"y_rep[86,6]",0.999808
"y_rep[184,13]",0.999808
"eta[43,28]",0.999808
"prob_correct[177,19]",0.999808
"y_rep[125,22]",0.999808
"y_rep[116,9]",0.999808
"y_rep[51,7]",0.999808
"y_rep[178,21]",0.999808
"y_rep[4,19]",0.999808
"prob_correct[33,1]",0.999808
"eta[60,21]",0.999808
"y_rep[191,24]",0.999808
"prob_correct[60,21]",0.999808
"y_rep[15,2]",0.999808
"y_rep[164,21]",0.999808
"eta[35,22]",0.999808
"y_rep[126,13]",0.999807
"y_rep[182,24]",0.999807
"y_rep[120,9]",0.999807
"y_rep[107,18]",0.999807
"eta[35,21]",0.999807
"y_rep[166,24]",0.999807
"y_rep[99,22]",0.999807
"y_rep[124,2]",0.999807
"eta[195,3]",0.999807
"y_rep[182,22]",0.999807
"eta[113,25]",0.999807
"prob_correct[32,19]",0.999807
"y_rep[154,5]",0.999807
"eta[32,19]",0.999807
"prob_correct[195,3]",0.999807
"y_rep[181,22]",0.999807
"y_rep[180,16]",0.999807
"y_rep[200,2]",0.999807
"y_rep[77,16]",0.999807
"y_rep[34,4]",0.999807
"prob_correct[35,21]",0.999807
"y_rep[20,17]",0.999807
"prob_correct[113,25]",0.999807
"prob_correct[58,25]",0.999807
"eta[58,25]",0.999807
"y_rep[58,15]",0.999807
"y_rep[167,15]",0.999807
"eta[30,27]",0.999806
"y_rep[150,15]",0.999806
"y_rep[193,7]",0.999806
"y_rep[129,22]",0.999806
"y_rep[17,21]",0.999806
"y_rep[127,27]",0.999806
"y_rep[53,23]",0.999806
"y_rep[83,27]",0.999806
"y_rep[115,4]",0.999806
"y_rep[162,25]",0.999806
"y_rep[65,10]",0.999806
"y_rep[128,23]",0.999806
"y_rep[134,19]",0.999806
"y_rep[148,23]",0.999806
"y_rep[44,27]",0.999806
"prob_correct[30,27]",0.999806
"y_rep[155,17]",0.999806
"y_rep[131,11]",0.999806
"y_rep[26,14]",0.999806
"y_rep[34,6]",0.999806
"y_rep[86,9]",0.999805
"y_rep[30,22]",0.999805
"y_rep[164,18]",0.999805
"eta[92,19]",0.999805
"prob_correct[145,1]",0.999805
"eta[145,1]",0.999805
"prob_correct[92,19]",0.999805
"y_rep[57,13]",0.999805
"y_rep[175,9]",0.999805
"y_rep[13,16]",0.999805
"y_rep[94,13]",0.999805
"y_rep[81,24]",0.999805
"y_rep[135,25]",0.999805
"eta[108,28]",0.999805
"y_rep[49,27]",0.999805
"eta[8,3]",0.999805
"prob_correct[8,3]",0.999805
"prob_correct[108,28]",0.999805
"y_rep[60,26]",0.999804
"y_rep[136,19]",0.999804
"y_rep[58,22]",0.999804
"y_rep[45,14]",0.999804
"y_rep[40,23]",0.999804
"y_rep[88,11]",0.999804
"y_rep[152,15]",0.999804
"y_rep[116,1]",0.999804
"y_rep[158,5]",0.999804
"y_rep[153,3]",0.999804
"y_rep[70,2]",0.999804
"y_rep[196,13]",0.999804
"y_rep[74,3]",0.999804
"y_rep[138,25]",0.999804
"prob_correct[14,14]",0.999804
"y_rep[186,17]",0.999804
"eta[14,14]",0.999804
"y_rep[157,1]",0.999804
"y_rep[75,9]",0.999804
"y_rep[116,2]",0.999804
"y_rep[196,11]",0.999804
"y_rep[88,16]",0.999803
"prob_correct[51,19]",0.999803
"eta[32,25]",0.999803
"y_rep[22,25]",0.999803
"y_rep[29,3]",0.999803
"prob_correct[129,19]",0.999803
"eta[129,19]",0.999803
"y_rep[139,5]",0.999803
"eta[51,19]",0.999803
"y_rep[182,9]",0.999803
"prob_correct[185,4]",0.999803
"y_rep[71,24]",0.999803
"y_rep[174,10]",0.999803
"y_rep[72,19]",0.999803
"prob_correct[32,25]",0.999803
"y_rep[93,23]",0.999803
"eta[185,4]",0.999803
"y_rep[50,10]",0.999803
"y_rep[71,21]",0.999803
"y_rep[135,26]",0.999803
"y_rep[123,19]",0.999802
"y_rep[42,23]",0.999802
"prob_correct[52,22]",0.999802
"prob_correct[33,21]",0.999802
"y_rep[3,14]",0.999802
"y_rep[1,10]",0.999802
"eta[33,21]",0.999802
"y_rep[196,7]",0.999802
"y_rep[35,28]",0.999802
"y_rep[23,1]",0.999802
"y_rep[80,4]",0.999802
"y_rep[159,20]",0.999802
"eta[52,22]",0.999802
"y_rep[24,27]",0.999802
"y_rep[80,2]",0.999802
"y_rep[158,17]",0.999802
"y_rep[182,21]",0.999801
"y_rep[77,10]",0.999801
"y_rep[118,24]",0.999801
"y_rep[184,4]",0.999801
"prob_correct[49,16]",0.999801
"y_rep[133,18]",0.999801
"y_rep[15,18]",0.999801
"y_rep[131,23]",0.999801
"y_rep[127,3]",0.999801
"y_rep[92,13]",0.999801
"y_rep[40,9]",0.999801
"y_rep[31,26]",0.999801
"y_rep[41,22]",0.999801
"eta[49,16]",0.999801
"prob_correct[113,28]",0.9998
"eta[52,15]",0.9998
"y_rep[137,14]",0.9998
"y_rep[62,10]",0.9998
"y_rep[10,14]",0.9998
"y_rep[10,13]",0.9998
"prob_correct[52,15]",0.9998
"y_rep[161,1]",0.9998
"y_rep[178,6]",0.9998
"y_rep[166,16]",0.9998
"y_rep[183,7]",0.9998
"eta[113,28]",0.9998
"y_rep[165,9]",0.9998
"y_rep[194,21]",0.999799
"y_rep[137,18]",0.999799
"y_rep[29,18]",0.999799
"y_rep[165,4]",0.999799
"y_rep[131,17]",0.999799
"y_rep[122,8]",0.999799
"y_rep[27,26]",0.999799
"eta[134,19]",0.999799
"y_rep[13,7]",0.999799
"eta[133,19]",0.999799
"prob_correct[134,19]",0.999799
"prob_correct[133,19]",0.999799
"y_rep[60,1]",0.999799
"eta[84,9]",0.999798
"prob_correct[84,9]",0.999798
"y_rep[27,2]",0.999798
"y_rep[129,15]",0.999798
"y_rep[186,9]",0.999798
"y_rep[15,21]",0.999798
"y_rep[160,25]",0.999798
"y_rep[31,15]",0.999798
"y_rep[108,22]",0.999798
"y_rep[64,7]",0.999798
"prob_correct[61,17]",0.999797
"y_rep[188,2]",0.999797
"eta[61,17]",0.999797
"y_rep[164,17]",0.999797
"y_rep[127,17]",0.999797
"y_rep[24,11]",0.999797
"y_rep[194,27]",0.999797
"y_rep[148,20]",0.999797
"y_rep[5,3]",0.999797
"y_rep[75,1]",0.999797
"y_rep[113,25]",0.999796
"y_rep[114,16]",0.999796
"prob_correct[64,17]",0.999796
"y_rep[68,6]",0.999796
"prob_correct[29,21]",0.999796
"y_rep[2,19]",0.999796
"y_rep[163,1]",0.999796
"eta[64,17]",0.999796
"prob_correct[48,1]",0.999796
"y_rep[185,20]",0.999796
"prob_correct[190,6]",0.999796
"eta[48,1]",0.999796
"eta[190,6]",0.999796
"eta[190,17]",0.999796
"y_rep[71,26]",0.999796
"eta[163,21]",0.999796
"y_rep[77,18]",0.999796
"eta[29,21]",0.999796
"y_rep[158,2]",0.999796
"y_rep[141,15]",0.999796
"y_rep[165,23]",0.999796
"prob_correct[190,17]",0.999796
"y_rep[118,10]",0.999796
"y_rep[185,9]",0.999796
"prob_correct[163,21]",0.999796
"y_rep[175,15]",0.999796
"y_rep[68,25]",0.999796
"y_rep[192,19]",0.999795
"prob_correct[91,17]",0.999795
"y_rep[83,16]",0.999795
"y_rep[129,19]",0.999795
"y_rep[65,2]",0.999795
"prob_correct[189,19]",0.999795
"y_rep[74,24]",0.999795
"eta[189,19]",0.999795
"y_rep[171,24]",0.999795
"y_rep[110,16]",0.999795
"y_rep[14,20]",0.999795
"y_rep[165,10]",0.999795
"y_rep[196,2]",0.999795
"eta[91,17]",0.999795
"y_rep[182,15]",0.999794
"y_rep[9,11]",0.999794
"y_rep[35,10]",0.999794
"y_rep[121,22]",0.999794
"y_rep[11,6]",0.999794
"y_rep[183,2]",0.999794
"y_rep[134,26]",0.999794
"y_rep[55,13]",0.999794
"y_rep[26,15]",0.999794
"y_rep[178,24]",0.999793
"y_rep[25,14]",0.999793
"eta[12,22]",0.999793
"y_rep[129,23]",0.999793
"y_rep[164,16]",0.999793
"eta[70,9]",0.999793
"prob_correct[70,9]",0.999793
"y_rep[92,4]",0.999793
"eta[109,25]",0.999793
"y_rep[121,27]",0.999793
"y_rep[115,1]",0.999793
"y_rep[44,6]",0.999793
"y_rep[169,15]",0.999793
"prob_correct[12,22]",0.999793
"y_rep[100,17]",0.999793
"y_rep[65,11]",0.999793
"y_rep[108,11]",0.999793
"y_rep[6,4]",0.999793
"y_rep[63,11]",0.999793
"prob_correct[109,25]",0.999793
"y_rep[5,25]",0.999793
"y_rep[72,17]",0.999792
"prob_correct[181,16]",0.999792
"eta[91,25]",0.999792
"y_rep[79,13]",0.999792
"y_rep[66,24]",0.999792
"y_rep[183,16]",0.999792
"eta[181,16]",0.999792
"prob_correct[18,27]",0.999792
"y_rep[80,6]",0.999792
"eta[18,27]",0.999792
"prob_correct[91,25]",0.999792
"y_rep[86,25]",0.999792
"y_rep[185,6]",0.999792
"y_rep[51,25]",0.999792
"y_rep[158,10]",0.999792
"y_rep[149,27]",0.999792
"y_rep[148,10]",0.999792
"y_rep[170,6]",0.999791
"y_rep[127,11]",0.999791
"y_rep[172,24]",0.999791
"y_rep[79,17]",0.999791
"eta[94,17]",0.999791
"y_rep[32,3]",0.999791
"y_rep[104,22]",0.999791
"y_rep[14,24]",0.999791
"y_rep[93,12]",0.999791
"y_rep[48,19]",0.999791
"y_rep[69,24]",0.999791
"y_rep[115,9]",0.999791
"prob_correct[94,17]",0.999791
"y_rep[159,21]",0.99979
"y_rep[109,12]",0.99979
"y_rep[23,7]",0.99979
"y_rep[8,4]",0.99979
"y_rep[38,12]",0.99979
"y_rep[70,3]",0.99979
"y_rep[64,27]",0.99979
"y_rep[78,19]",0.99979
"y_rep[167,21]",0.99979
"y_rep[66,17]",0.99979
"y_rep[77,7]",0.99979
"y_rep[145,2]",0.99979
"y_rep[167,4]",0.99979
"y_rep[6,8]",0.99979
"y_rep[132,23]",0.99979
"y_rep[13,24]",0.999789
"y_rep[164,26]",0.999789
"y_rep[82,6]",0.999789
"y_rep[30,28]",0.999789
"y_rep[147,19]",0.999789
"y_rep[148,19]",0.999789
"y_rep[191,1]",0.999789
"y_rep[170,27]",0.999789
"y_rep[127,18]",0.999789
"y_rep[81,21]",0.999789
"y_rep[151,8]",0.999789
"y_rep[194,19]",0.999789
"y_rep[86,20]",0.999789
"y_rep[164,9]",0.999789
"y_rep[109,18]",0.999788
"eta[183,17]",0.999788
"y_rep[77,5]",0.999788
"y_rep[79,15]",0.999788
"y_rep[4,22]",0.999788
"y_rep[80,28]",0.999788
"prob_correct[117,22]",0.999788
"y_rep[152,17]",0.999788
"y_rep[177,12]",0.999788
"prob_correct[176,9]",0.999788
"eta[117,22]",0.999788
"y_rep[157,23]",0.999788
"eta[176,9]",0.999788
"prob_correct[183,17]",0.999788
"y_rep[157,24]",0.999788
"prob_correct[114,15]",0.999787
"y_rep[131,18]",0.999787
"y_rep[30,6]",0.999787
"y_rep[131,27]",0.999787
"prob_correct[80,3]",0.999787
"y_rep[91,25]",0.999787
"eta[114,15]",0.999787
"y_rep[84,5]",0.999787
"y_rep[85,17]",0.999787
"eta[193,4]",0.999787
"eta[80,3]",0.999787
"y_rep[90,28]",0.999787
"eta[47,19]",0.999787
"y_rep[109,6]",0.999787
"y_rep[200,8]",0.999787
"prob_correct[47,19]",0.999787
"y_rep[139,18]",0.999787
"y_rep[105,17]",0.999787
"prob_correct[193,4]",0.999787
"y_rep[114,26]",0.999787
"y_rep[50,21]",0.999787
"y_rep[25,26]",0.999786
"y_rep[101,11]",0.999786
"eta[195,21]",0.999786
"y_rep[108,1]",0.999786
"y_rep[37,19]",0.999786
"y_rep[74,11]",0.999786
"y_rep[82,16]",0.999786
"y_rep[25,2]",0.999786
"prob_correct[195,21]",0.999786
"y_rep[159,16]",0.999786
"y_rep[26,5]",0.999786
"y_rep[5,28]",0.999786
"y_rep[192,1]",0.999786
"y_rep[15,16]",0.999785
"eta[116,9]",0.999785
"prob_correct[151,3]",0.999785
"prob_correct[103,4]",0.999785
"y_rep[49,28]",0.999785
"prob_correct[116,9]",0.999785
"eta[103,4]",0.999785
"y_rep[63,9]",0.999785
"y_rep[134,9]",0.999785
"eta[151,3]",0.999785
"y_rep[75,25]",0.999785
"prob_correct[144,21]",0.999784
"y_rep[159,28]",0.999784
"prob_correct[35,17]",0.999784
"eta[101,17]",0.999784
"y_rep[184,9]",0.999784
"y_rep[121,1]",0.999784
"y_rep[131,22]",0.999784
"prob_correct[125,19]",0.999784
"eta[144,21]",0.999784
"eta[128,27]",0.999784
"y_rep[189,15]",0.999784
"prob_correct[128,27]",0.999784
"y_rep[160,10]",0.999784
"y_rep[141,16]",0.999784
"eta[125,19]",0.999784
"y_rep[11,24]",0.999784
"y_rep[54,9]",0.999784
"y_rep[178,1]",0.999784
"y_rep[152,11]",0.999784
"y_rep[154,6]",0.999784
"y_rep[95,15]",0.999784
"y_rep[17,22]",0.999784
"y_rep[99,7]",0.999784
"eta[35,17]",0.999784
"y_rep[103,18]",0.999784
"y_rep[108,23]",0.999784
"y_rep[96,22]",0.999784
"prob_correct[101,17]",0.999784
"y_rep[40,19]",0.999783
"prob_correct[158,17]",0.999783
"y_rep[111,2]",0.999783
"y_rep[79,2]",0.999783
"y_rep[9,27]",0.999783
"prob_correct[57,21]",0.999783
"y_rep[195,24]",0.999783
"eta[57,21]",0.999783
"y_rep[43,12]",0.999783
"y_rep[191,18]",0.999783
"y_rep[25,22]",0.999783
"y_rep[129,5]",0.999783
"y_rep[127,15]",0.999783
"y_rep[112,4]",0.999783
"y_rep[6,15]",0.999783
"y_rep[74,12]",0.999783
"eta[158,17]",0.999783
"y_rep[195,13]",0.999782
"y_rep[10,25]",0.999782
"y_rep[41,12]",0.999782
"eta[58,4]",0.999782
"prob_correct[4,19]",0.999782
"y_rep[128,10]",0.999782
"eta[4,19]",0.999782
"prob_correct[58,4]",0.999782
"y_rep[68,15]",0.999782
"y_rep[157,22]",0.999782
"y_rep[2,6]",0.999782
"y_rep[71,12]",0.999782
"prob_correct[81,3]",0.999782
"y_rep[138,3]",0.999782
"eta[81,3]",0.999782
"y_rep[71,6]",0.999782
"y_rep[12,24]",0.999782
"y_rep[9,4]",0.999782
"y_rep[87,1]",0.999782
"y_rep[134,7]",0.999781
"y_rep[29,17]",0.999781
"prob_correct[19,21]",0.999781
"y_rep[190,28]",0.999781
"y_rep[52,17]",0.999781
"y_rep[61,4]",0.999781
"y_rep[120,12]",0.999781
"y_rep[153,28]",0.999781
"y_rep[105,8]",0.999781
"y_rep[117,1]",0.999781
"y_rep[40,27]",0.999781
"y_rep[17,27]",0.999781
"eta[19,21]",0.999781
"y_rep[23,3]",0.999781
"y_rep[181,8]",0.99978
"y_rep[161,6]",0.99978
"y_rep[168,14]",0.99978
"prob_correct[69,19]",0.99978
"prob_correct[6,1]",0.99978
"y_rep[1,15]",0.99978
"eta[69,19]",0.99978
"y_rep[144,17]",0.99978
"y_rep[39,7]",0.99978
"y_rep[99,18]",0.99978
"prob_correct[125,13]",0.99978
"eta[125,13]",0.99978
"eta[6,1]",0.99978
"y_rep[171,18]",0.99978
"y_rep[1,9]",0.99978
"y_rep[43,17]",0.99978
"y_rep[143,1]",0.99978
"y_rep[184,16]",0.99978
"y_rep[7,17]",0.99978
"y_rep[161,24]",0.99978
"y_rep[190,23]",0.99978
"y_rep[49,23]",0.999779
"eta[64,25]",0.999779
"y_rep[3,27]",0.999779
"y_rep[145,3]",0.999779
"eta[122,25]",0.999779
"y_rep[140,11]",0.999779
"y_rep[87,4]",0.999779
"prob_correct[122,25]",0.999779
"y_rep[197,21]",0.999779
"y_rep[15,27]",0.999779
"eta[9,21]",0.999779
"y_rep[64,2]",0.999779
"prob_correct[9,21]",0.999779
"y_rep[102,21]",0.999779
"prob_correct[45,19]",0.999779
"eta[45,19]",0.999779
"y_rep[164,5]",0.999779
"y_rep[105,6]",0.999779
"y_rep[78,24]",0.999779
"prob_correct[64,25]",0.999779
"prob_correct[22,27]",0.999778
"y_rep[154,23]",0.999778
"y_rep[65,1]",0.999778
"y_rep[16,5]",0.999778
"y_rep[197,25]",0.999778
"y_rep[101,7]",0.999778
"y_rep[66,14]",0.999778
"y_rep[80,3]",0.999778
"y_rep[141,22]",0.999778
"eta[172,21]",0.999778
"y_rep[165,28]",0.999778
"y_rep[93,4]",0.999778
"prob_correct[172,21]",0.999778
"eta[22,27]",0.999778
"y_rep[122,7]",0.999778
"y_rep[123,25]",0.999778
"y_rep[178,11]",0.999778
"y_rep[25,17]",0.999777
"y_rep[127,6]",0.999777
"y_rep[21,6]",0.999777
"y_rep[117,6]",0.999777
"prob_correct[155,6]",0.999777
"eta[155,6]",0.999777
"y_rep[42,17]",0.999777
"prob_correct[5,21]",0.999777
"y_rep[147,18]",0.999777
"y_rep[43,26]",0.999777
"eta[5,21]",0.999777
"y_rep[139,28]",0.999777
"y_rep[187,6]",0.999776
"y_rep[48,26]",0.999776
"prob_correct[52,19]",0.999776
"y_rep[48,7]",0.999776
"y_rep[180,26]",0.999776
"y_rep[109,5]",0.999776
"y_rep[25,8]",0.999776
"eta[52,19]",0.999776
"y_rep[95,17]",0.999776
"y_rep[36,27]",0.999776
"y_rep[107,20]",0.999776
"y_rep[152,26]",0.999775
"eta[41,25]",0.999775
"y_rep[3,7]",0.999775
"y_rep[15,23]",0.999775
"eta[43,25]",0.999775
"y_rep[148,22]",0.999775
"y_rep[125,6]",0.999775
"prob_correct[43,25]",0.999775
"y_rep[200,3]",0.999775
"y_rep[146,6]",0.999775
"y_rep[169,3]",0.999775
"y_rep[68,14]",0.999775
"prob_correct[41,25]",0.999775
"y_rep[184,7]",0.999775
"eta[126,21]",0.999774
"y_rep[193,1]",0.999774
"prob_correct[197,21]",0.999774
"y_rep[2,13]",0.999774
"y_rep[158,13]",0.999774
"y_rep[130,15]",0.999774
"y_rep[74,5]",0.999774
"prob_correct[126,21]",0.999774
"y_rep[103,26]",0.999774
"y_rep[81,5]",0.999774
"y_rep[168,26]",0.999774
"eta[38,17]",0.999774
"y_rep[159,26]",0.999774
"eta[197,21]",0.999774
"prob_correct[38,17]",0.999774
"eta[142,25]",0.999774
"prob_correct[142,25]",0.999774
"y_rep[160,4]",0.999774
"y_rep[165,24]",0.999774
"y_rep[7,3]",0.999773
"prob_correct[52,17]",0.999773
"y_rep[53,28]",0.999773
"eta[52,17]",0.999773
"y_rep[83,21]",0.999773
"y_rep[8,26]",0.999773
"eta[57,27]",0.999773
"y_rep[83,25]",0.999773
"y_rep[13,19]",0.999773
"y_rep[53,25]",0.999773
"prob_correct[57,27]",0.999773
"eta[143,19]",0.999773
"prob_correct[143,19]",0.999773
"prob_correct[173,25]",0.999773
"eta[173,25]",0.999773
"y_rep[24,19]",0.999773
"y_rep[43,14]",0.999773
"y_rep[48,24]",0.999772
"y_rep[152,21]",0.999772
"y_rep[2,5]",0.999772
"eta[178,19]",0.999772
"prob_correct[21,9]",0.999772
"eta[30,25]",0.999772
"prob_correct[178,19]",0.999772
"y_rep[167,3]",0.999772
"eta[21,9]",0.999772
"y_rep[47,24]",0.999772
"y_rep[185,10]",0.999772
"y_rep[120,17]",0.999772
theta[63],0.999772
"y_rep[1,21]",0.999772
"y_rep[49,19]",0.999772
"y_rep[156,19]",0.999772
"y_rep[189,14]",0.999772
"y_rep[19,17]",0.999772
"prob_correct[30,25]",0.999772
"y_rep[18,16]",0.999772
"y_rep[170,23]",0.999771
"y_rep[16,21]",0.999771
"y_rep[196,22]",0.999771
"y_rep[6,28]",0.999771
"y_rep[21,13]",0.999771
"eta[52,24]",0.999771
"y_rep[151,2]",0.999771
"y_rep[103,22]",0.999771
"prob_correct[52,24]",0.999771
"y_rep[18,20]",0.999771
"y_rep[141,12]",0.999771
"y_rep[121,26]",0.999771
"y_rep[156,23]",0.99977
"eta[166,19]",0.99977
"y_rep[147,26]",0.99977
"y_rep[157,6]",0.99977
"y_rep[115,17]",0.99977
"eta[198,24]",0.99977
"y_rep[168,6]",0.99977
"prob_correct[166,19]",0.99977
"prob_correct[198,24]",0.99977
"y_rep[17,26]",0.99977
"y_rep[42,7]",0.99977
"y_rep[75,17]",0.999769
"y_rep[83,18]",0.999769
"y_rep[118,19]",0.999769
"y_rep[97,15]",0.999769
"y_rep[42,16]",0.999769
"y_rep[166,7]",0.999769
"y_rep[92,23]",0.999769
"y_rep[76,11]",0.999768
"y_rep[100,22]",0.999768
"y_rep[173,13]",0.999768
"eta[149,25]",0.999768
"y_rep[108,27]",0.999768
"y_rep[51,5]",0.999768
"y_rep[169,9]",0.999768
"y_rep[91,23]",0.999768
"y_rep[150,20]",0.999768
"y_rep[120,10]",0.999768
"y_rep[96,5]",0.999768
"y_rep[187,1]",0.999768
"prob_correct[123,28]",0.999768
"prob_correct[149,25]",0.999768
"y_rep[117,9]",0.999768
"y_rep[168,4]",0.999768
"y_rep[126,21]",0.999768
"y_rep[89,20]",0.999768
"y_rep[28,3]",0.999768
"eta[123,28]",0.999768
"y_rep[54,18]",0.999767
"y_rep[107,5]",0.999767
"eta[127,3]",0.999767
"eta[92,17]",0.999767
"y_rep[63,18]",0.999767
"prob_correct[92,17]",0.999767
"y_rep[144,23]",0.999767
"prob_correct[127,3]",0.999767
"y_rep[168,13]",0.999767
"y_rep[156,4]",0.999767
"y_rep[55,12]",0.999767
"eta[134,17]",0.999767
"prob_correct[134,17]",0.999767
"y_rep[159,23]",0.999767
"y_rep[54,26]",0.999767
"eta[93,25]",0.999766
theta[69],0.999766
"y_rep[20,15]",0.999766
"y_rep[164,11]",0.999766
"eta[131,28]",0.999766
"prob_correct[131,28]",0.999766
"y_rep[179,23]",0.999766
"y_rep[94,10]",0.999766
"prob_correct[93,25]",0.999766
"y_rep[50,14]",0.999766
"y_rep[183,5]",0.999766
"y_rep[24,16]",0.999766
"eta[120,19]",0.999766
"y_rep[132,10]",0.999766
"y_rep[177,11]",0.999766
"y_rep[102,13]",0.999766
"y_rep[47,16]",0.999766
"y_rep[185,13]",0.999766
"y_rep[140,18]",0.999766
"y_rep[96,17]",0.999766
"y_rep[143,18]",0.999766
"prob_correct[120,19]",0.999766
"y_rep[10,16]",0.999765
"eta[152,19]",0.999765
"y_rep[195,8]",0.999765
"y_rep[37,15]",0.999765
"y_rep[96,16]",0.999765
"prob_correct[152,19]",0.999765
"y_rep[97,17]",0.999765
"y_rep[91,4]",0.999765
"y_rep[129,7]",0.999765
"y_rep[58,2]",0.999765
"y_rep[184,17]",0.999764
"y_rep[157,26]",0.999764
"y_rep[121,13]",0.999764
"y_rep[35,23]",0.999764
"y_rep[173,24]",0.999764
"y_rep[25,3]",0.999764
"y_rep[20,2]",0.999764
"y_rep[66,19]",0.999764
"y_rep[85,11]",0.999764
"y_rep[81,13]",0.999764
"y_rep[168,12]",0.999764
"y_rep[58,23]",0.999764
"y_rep[128,12]",0.999764
"y_rep[127,24]",0.999764
"y_rep[145,13]",0.999763
"y_rep[14,13]",0.999763
"y_rep[51,2]",0.999763
"y_rep[127,7]",0.999763
"y_rep[82,8]",0.999763
"y_rep[23,17]",0.999763
"prob_correct[127,6]",0.999763
"eta[127,6]",0.999763
"y_rep[32,12]",0.999763
"y_rep[198,19]",0.999763
"y_rep[126,15]",0.999762
"y_rep[138,11]",0.999762
"y_rep[200,1]",0.999762
"y_rep[115,26]",0.999762
"y_rep[183,10]",0.999762
"y_rep[7,26]",0.999762
"y_rep[93,10]",0.999762
"y_rep[116,18]",0.999762
"y_rep[156,15]",0.999762
"y_rep[36,10]",0.999762
"y_rep[149,9]",0.999762
"y_rep[99,2]",0.999762
"y_rep[59,21]",0.999762
"y_rep[42,9]",0.999762
"y_rep[141,4]",0.999762
"y_rep[95,3]",0.999761
"y_rep[129,8]",0.999761
"y_rep[111,6]",0.999761
"y_rep[128,20]",0.999761
"y_rep[49,21]",0.999761
"y_rep[200,5]",0.999761
"y_rep[88,3]",0.999761
"y_rep[52,6]",0.999761
"y_rep[116,15]",0.999761
"y_rep[52,3]",0.999761
"y_rep[39,1]",0.999761
"y_rep[159,10]",0.999761
"y_rep[29,10]",0.99976
"y_rep[9,22]",0.99976
"y_rep[123,13]",0.99976
"y_rep[48,1]",0.99976
"prob_correct[182,21]",0.99976
"y_rep[6,12]",0.99976
